1,2,3,4,5,6,7,8,9,10,11,classif
0.97635067,0.13930549,0.5531102,0.24276236,0.07491448,0.001297671,7.45E-08,0.10870101,1.10E-06,0.007581111,0.062519714,1
0.99972844,0.002355076,0.10342691,0.013936255,9.70E-05,2.69E-05,9.91E-15,0.13011055,1.94E-12,2.08E-05,0.27333534,1
0.95595026,0.15774879,0.06587677,0.014100283,0.34831408,0.03285011,9.67E-07,0.24462648,2.99E-05,0.033951316,0.13320823,1
0.70485455,0.000896374,0.4839009,0.43979526,0.002158603,0.004324481,1.73E-07,0.8913895,1.22E-05,0.02888538,0.92034024,11
0.9927563,0.003402037,0.15136716,0.16235904,0.002317087,0.006356712,6.99E-10,0.4579409,4.23E-08,0.002152313,0.11712183,1
0.9989794,0.009380717,0.27665114,0.047799166,0.001754705,0.00128028,1.79E-12,0.010699964,7.35E-11,0.001117115,0.006902779,1
0.99497914,0.001242662,0.23740709,0.22946915,0.001481298,0.003525649,9.44E-11,0.6471478,1.49E-08,0.00023178,0.12832403,1
0.7048546,0.000896374,0.48390093,0.4397953,0.002158606,0.004324481,1.73E-07,0.8913895,1.22E-05,0.02888538,0.92034024,11
0.6380638,0.033172384,0.23738314,0.61900103,0.22530097,0.17132407,0.000134666,0.11110948,0.000687089,0.07493125,0.71179044,11
0.99999774,9.66E-05,0.039755993,0.036602814,3.23E-06,1.17E-07,7.50E-23,0.009507786,9.59E-20,2.01E-08,0.003542132,1
0.9971488,0.1379072,0.022087444,0.08745257,0.114085965,0.007667765,1.46E-10,0.011308593,2.36E-09,0.000341933,0.009885577,1
0.99999726,0.000124873,0.00667174,0.002696365,2.09E-06,1.18E-06,1.90E-22,0.2782296,1.87E-18,1.43E-08,0.003549325,1
0.98206854,0.020795599,0.40163565,0.012276062,0.004391159,0.002204692,1.27E-08,0.05488358,3.12E-07,0.14586379,0.31836504,1
0.7418029,0.06951268,0.7941935,0.4796464,0.18604769,0.018596381,0.000166959,0.36303434,0.001307462,0.19002435,0.26223373,3
0.9999648,0.000145562,0.11808126,0.01363375,2.59E-05,1.16E-05,3.71E-18,0.05437471,3.07E-15,3.20E-06,0.01520969,1
0.99914354,0.25772682,0.014191681,0.003026012,0.000219664,0.000380507,2.31E-12,0.47219786,2.34E-10,5.59E-05,0.14646362,1
0.6003982,0.035473056,0.7063449,0.70325875,0.10864626,0.056204643,0.000427717,0.28910494,0.001811258,0.23444101,0.4831909,3
0.99143636,0.006461546,0.41425306,0.62529254,0.027338944,0.003756465,2.28E-09,0.034984417,2.36E-08,0.000646811,0.15167129,1
0.97831553,0.023336321,0.3209184,0.156449,0.020828258,0.04707914,3.38E-07,0.14414884,3.93E-06,0.016533976,0.21883436,1
0.99625707,0.033735763,0.11348671,0.14793834,0.01661254,0.001214484,2.04E-10,0.12313665,6.76E-09,0.000483843,0.03321788,1
0.9913309,0.09595029,0.14050841,0.014913809,0.056720432,0.01065147,6.50E-09,0.085828744,2.84E-07,0.011817769,0.018190635,1
0.993853,0.03006351,0.01320527,0.015564243,0.005581574,0.5723596,4.20E-09,0.040401824,5.39E-08,0.003117659,0.05725827,1
0.8664486,0.015775016,0.14678092,0.074631795,0.017717909,0.7504844,2.77E-05,0.55450594,0.000429474,0.062702484,0.4891823,1
0.99959946,0.005503853,0.067711115,0.006409285,0.001546225,0.00018825,5.54E-14,0.11809059,1.56E-11,7.14E-05,0.016975792,1
0.99237585,0.04035253,0.09825832,0.019174112,0.058034003,0.001995578,1.19E-09,0.38473776,1.18E-07,0.000985914,0.07186176,1
0.9226813,0.08022495,0.30776575,0.16982427,0.1879709,0.12901618,1.43E-05,0.032698404,6.43E-05,0.111696154,0.18280846,1
0.9996847,0.000544093,0.26386365,0.01750603,0.000102305,4.04E-05,7.92E-15,0.2539317,3.98E-12,3.99E-05,0.077276595,1
0.56599355,0.004562585,0.52426314,0.7974584,0.22922929,0.010884638,9.83E-06,0.018988373,3.19E-05,0.47994906,0.40402946,4
0.99997663,0.00313953,0.017500749,0.005109304,6.89E-05,1.17E-05,4.12E-18,0.020419553,1.34E-15,1.57E-06,0.010644267,1
0.8931759,0.44128767,0.3146635,0.15576056,0.37174428,0.027149264,5.84E-05,0.07138932,0.000250306,0.09882535,0.1941764,1
0.99969083,0.002224639,0.14367871,0.010642399,0.000333949,7.95E-05,1.66E-14,0.11997466,4.82E-12,6.41E-05,0.0315137,1
0.96785426,0.000239361,0.10875083,0.061652962,5.36E-05,0.000115279,1.34E-12,0.9992955,9.69E-09,7.57E-05,0.48630506,8
0.96698666,0.15549493,0.09263826,0.062460143,0.026251247,0.03631735,1.24E-06,0.49680793,1.78E-05,0.005189809,0.50649315,1
0.99976677,0.004034066,0.042815793,0.007436717,0.000482079,0.000128436,7.66E-15,0.2187947,3.32E-12,1.84E-05,0.016330115,1
0.75926256,0.019788042,0.2764484,0.053382568,0.005086061,0.04879782,1.52E-05,0.8458161,0.000362529,0.11305337,0.9191527,11
0.9741508,0.0096523,0.6103517,0.1223101,0.007462095,0.015828714,1.84E-07,0.2352747,4.06E-06,0.04470741,0.16515236,1
0.16638853,0.002085224,0.17563544,0.9684299,0.6541601,0.006359105,9.95E-07,0.16475475,1.73E-05,0.06586773,0.45167118,4
0.789989,0.000363469,0.38126305,0.09972773,0.011519432,0.7723485,6.37E-08,0.003743738,1.29E-06,0.662716,0.050705425,1
0.99833125,0.003729872,0.2706362,0.025595345,0.000116361,2.29E-05,1.55E-12,0.5730095,3.28E-10,0.000133277,0.6917508,1
0.98975676,0.040386226,0.51105404,0.22652473,0.021445619,0.000688338,2.02E-09,0.18632811,7.45E-08,0.001384487,0.050920323,1
0.9980158,0.002597896,0.5271006,0.020977516,0.00019103,0.000123662,7.75E-12,0.32270655,1.29E-09,0.0008778,0.39458543,1
0.22267558,0.022298729,0.17274077,0.12519495,0.09613082,0.098308414,0.00011992,0.21455532,0.000970038,0.965522,0.4928092,10
0.6973746,0.3841958,0.54822326,0.26962614,0.13248274,0.10285687,0.003426535,0.44118783,0.012562498,0.21775195,0.5215251,1
0.99816805,0.04491817,0.13795178,0.008867666,0.002756502,0.000324282,1.62E-11,0.22203296,1.91E-09,0.000602486,0.050109852,1
0.8815797,0.011118745,0.12194861,0.4458334,0.011290581,0.00387714,7.85E-08,0.9203248,4.61E-06,0.006648314,0.48729813,8
0.98764646,0.010775517,0.005959043,0.011473539,0.0328017,0.95557916,1.90E-08,0.045267176,4.17E-07,0.008320581,0.026716616,1
0.9985858,0.01167578,0.1122277,0.004367681,0.000848111,0.003140973,1.12E-11,0.14272894,1.36E-09,0.004702011,0.01411037,1
0.99908847,0.00367287,0.09059412,0.004113763,0.000499965,0.003504,2.49E-12,0.14500606,3.91E-10,0.002399068,0.017299544,1
0.9767387,0.046301294,0.64459723,0.21856831,0.004845904,0.000214713,4.16E-09,0.7351335,4.02E-07,0.001243665,0.1328821,1
0.99994487,0.001943723,0.060422357,0.012245018,0.000126863,3.78E-05,5.90E-17,0.016478684,1.35E-14,1.01E-05,0.005519792,1
0.8931759,0.44128767,0.3146635,0.15576056,0.37174428,0.027149264,5.84E-05,0.07138932,0.000250306,0.09882535,0.1941764,1
0.98511684,0.04563277,0.0764619,0.15096335,0.02315445,0.011332965,1.31E-08,0.60816073,6.84E-07,0.000843064,0.088178135,1
0.99916714,0.027515454,0.09215066,0.00758806,0.003282573,0.000238411,8.79E-13,0.12356396,1.51E-10,0.000240586,0.014057712,1
0.91904855,0.000153869,0.16288264,0.20649284,0.000168183,7.87E-05,2.28E-12,0.9993136,1.54E-08,0.000134492,0.27562305,8
0.907854,0.016053548,0.028462062,0.9492408,0.6965033,0.002851687,7.32E-10,0.10868381,2.53E-08,0.000461423,0.00450114,4
0.5885717,0.014669836,0.14032722,0.14157453,0.004556929,0.008101628,4.38E-07,0.9865682,5.68E-05,0.02422816,0.62010586,8
0.97610646,0.25847408,0.10735915,0.044791408,0.18252032,0.049550958,2.34E-07,0.20981482,6.10E-06,0.007841189,0.018268533,1
0.9375852,0.028159944,0.20513962,0.0917979,0.11062374,0.3261954,2.71E-06,0.063637465,2.91E-05,0.2694198,0.024770694,1
0.99931157,0.002814204,0.012687861,0.03370533,0.001002997,0.04248231,1.95E-12,0.19261087,1.80E-10,4.89E-05,0.024872843,1
0.9987655,0.003787848,0.5175512,0.05797344,0.000839201,0.000189146,1.77E-12,0.05345812,1.61E-10,0.000627549,0.055951472,1
0.98833454,0.013331795,0.022775445,0.045202143,0.004791,0.8663815,3.13E-08,0.083083995,3.67E-07,0.003319555,0.103174075,1
0.99580485,0.22216426,0.18226205,0.010624495,0.006486306,0.000410528,3.16E-10,0.23122437,2.27E-08,0.002087342,0.037508097,1
0.91316533,0.016149167,0.75773734,0.34885946,0.010950113,0.009595399,2.51E-06,0.5520364,4.69E-05,0.041727096,0.36081016,1
0.9984213,0.01183814,0.65078187,0.09641666,0.004639784,4.89E-05,3.41E-12,0.012511103,1.59E-10,0.000506613,0.076924734,1
0.51336056,0.63475376,0.08614989,0.17222938,0.30305633,0.0597539,0.000587942,0.48260757,0.003534902,0.34653065,0.3059918,2
0.907854,0.016053548,0.028462062,0.9492408,0.6965033,0.002851687,7.32E-10,0.10868381,2.53E-08,0.000461423,0.00450114,4
0.8035753,0.19654068,0.23482148,0.14113545,0.27676103,0.49696752,0.000478502,0.124169216,0.002173585,0.22441834,0.20782368,1
0.9455664,0.13052745,0.102421954,0.033751696,0.1537513,0.47206673,1.16E-05,0.24109578,0.000149838,0.035117783,0.1003506,1
0.91521734,0.0251831,0.12291611,0.07318797,0.1228467,0.6883638,4.36E-06,0.044455417,4.56E-05,0.34192467,0.02646919,1
0.9982451,0.001556189,0.17627645,0.400994,0.00108811,0.00140841,6.84E-12,0.02086341,1.24E-10,0.000220788,0.14336118,1
0.98358756,0.011875538,0.20246707,0.045013893,0.002633919,0.008480427,1.75E-08,0.80636877,1.68E-06,0.006059724,0.31143272,1
0.9844175,0.6692132,0.114303745,0.049490046,0.0693506,0.001214415,6.31E-08,0.054309342,5.29E-07,0.005528809,0.1422306,1
0.97435856,0.07351182,0.116179846,0.017410388,0.005507898,0.043557044,2.58E-07,0.8827516,1.66E-05,0.008353808,0.11153372,1
0.9984822,0.23977484,0.08193092,0.15949665,0.001814068,5.44E-05,4.53E-12,0.04663735,9.94E-11,7.80E-05,0.044278592,1
0.27645516,2.71E-05,0.16264464,0.9990255,0.054836888,8.21E-05,3.77E-12,0.49951842,1.18E-09,0.000330262,0.22864044,4
0.9499173,0.30182096,0.013292824,0.034623224,0.061820462,0.73084724,5.90E-06,0.19741951,3.83E-05,0.013710625,0.11657143,1
0.99967974,0.000980603,0.40056095,0.07805653,9.39E-05,2.43E-06,4.39E-15,0.08916157,8.31E-13,1.16E-05,0.45404306,1
0.99999756,0.000702143,0.013045337,0.016975058,2.08E-05,3.35E-07,3.14E-22,0.002315714,1.73E-19,4.85E-08,0.000901069,1
0.9999808,0.000625984,0.058031604,0.009880542,2.45E-05,2.41E-06,6.90E-19,0.015447575,3.07E-16,1.60E-06,0.015252754,1
0.9989103,0.02501372,0.26850986,0.07960019,0.003751951,2.26E-05,1.28E-12,0.027749296,5.69E-11,0.000159402,0.0731738,1
0.99938065,0.031051118,0.076062344,0.027641855,0.014377854,0.000257811,5.17E-13,0.009099034,2.97E-11,0.000136474,0.014548419,1
0.8676122,0.040885217,0.507863,0.37235767,0.107088305,0.018545602,3.95E-05,0.5705184,0.000443891,0.04568667,0.53967476,1
0.9996261,0.005451878,0.12550823,0.027660854,0.000630765,3.22E-05,2.55E-14,0.070754744,3.95E-12,5.80E-05,0.023477092,1
0.7703474,0.082573295,0.16821903,0.07861854,0.09538254,0.62926036,0.000554756,0.27179366,0.003255804,0.3532219,0.44682336,1
0.9700102,0.05116769,0.12570032,0.01024221,0.012123304,0.054294117,3.32E-07,0.20573938,7.52E-06,0.06616251,0.40309018,1
0.9999501,0.007136837,0.019624418,0.012818439,0.000150647,1.54E-05,4.44E-17,0.014076135,6.51E-15,7.03E-06,0.005400186,1
0.9648777,0.045326523,0.47235748,0.26595333,0.022114355,0.004291541,7.72E-07,0.08054579,4.28E-06,0.028938672,0.49122992,1
0.98811954,0.028194439,0.022805797,0.06660536,0.024270924,0.6304056,9.68E-08,0.16827434,1.40E-06,0.002386414,0.057124272,1
0.99999547,0.000198463,0.037662573,0.014496167,2.86E-05,5.33E-07,1.46E-21,0.005701353,1.49E-18,2.17E-07,0.000932592,1
0.9985612,0.045783456,0.06909581,0.063353226,0.001792852,0.000523315,1.03E-11,0.13778123,4.36E-10,8.74E-05,0.059324224,1
0.34888485,0.000807744,0.16455354,0.7678446,0.012166015,0.00746456,3.42E-08,0.9940805,1.64E-05,0.004591274,0.25542724,8
0.9546626,0.14859688,0.5689115,0.40181273,0.1842527,0.001669568,1.18E-06,0.026939379,4.61E-06,0.031955052,0.19687764,1
0.9998484,0.00074624,0.03126586,0.012852219,9.83E-05,0.000490208,1.92E-15,0.16644497,6.93E-13,2.42E-05,0.01120907,1
0.993229,0.007943847,0.20625396,0.27462125,0.016936764,0.022180224,2.77E-09,0.02186288,2.53E-08,0.003790988,0.029908702,1
0.99999243,0.000142264,0.13681807,0.057486534,5.49E-06,9.17E-08,2.80E-21,0.016939854,2.89E-18,1.32E-07,0.006147516,1
0.9999777,0.000201708,0.3465283,0.10175265,5.47E-06,7.85E-08,1.87E-19,0.007225783,4.49E-17,1.03E-06,0.086413726,1
0.98434305,0.025318636,0.41163877,0.17075415,0.006716503,0.001556437,3.55E-08,0.22866954,5.75E-07,0.006529409,0.38773203,1
0.999877,0.00102497,0.037345827,0.052719187,0.000441464,6.52E-05,3.34E-16,0.06789929,1.04E-13,5.75E-06,0.004055379,1
0.9907219,0.000247315,0.009530179,0.9416585,0.14522302,0.26597494,2.98E-12,0.000612252,5.23E-11,8.60E-05,0.010021847,1
0.99385554,0.016817966,0.77984965,0.0656762,0.001993171,0.000454554,5.06E-10,0.06171118,2.37E-08,0.010378113,0.09201531,1
0.9546626,0.14859688,0.5689115,0.40181273,0.1842527,0.001669568,1.18E-06,0.026939379,4.61E-06,0.031955052,0.19687764,1
0.91988987,0.8197002,0.096029304,0.02396766,0.099652156,0.023051709,2.65E-05,0.29411852,0.000195757,0.06671414,0.22004494,1
0.91331166,0.03397453,0.07758743,0.028779954,0.005015715,0.07635504,5.95E-07,0.970373,7.24E-05,0.006287778,0.4767331,8
0.99983996,0.01692328,0.019620124,0.002978629,0.000436165,0.000198519,7.98E-15,0.06181479,1.25E-12,2.51E-05,0.014741339,1
0.9992968,0.006414124,0.028379736,0.120251834,0.012231506,0.004140296,1.05E-12,0.009712892,2.91E-11,5.86E-05,0.011299437,1
0.99900746,0.005339995,0.10545654,0.017738493,0.000438787,0.000511673,1.89E-12,0.3972487,3.39E-10,6.50E-05,0.19215403,1
0.8234604,0.000664737,0.4356562,0.6977374,0.00315075,0.000545577,4.01E-09,0.9803484,1.24E-06,0.003035995,0.4160881,8
0.7270434,0.02499702,0.067957655,0.7602573,0.72783124,0.55806404,1.52E-05,0.008680536,5.56E-05,0.106726564,0.05392854,4
0.99404824,0.001891062,0.67513114,0.032064486,8.54E-05,0.00021446,5.90E-11,0.702397,1.46E-08,0.005314441,0.31199676,1
0.8758011,0.003737611,0.06594746,0.33265653,0.11623371,0.96029514,2.19E-06,0.045958683,2.86E-05,0.057388358,0.04469341,6
0.9999736,0.003560664,0.019068297,0.012199183,0.000103217,2.68E-06,1.94E-18,0.039367888,9.67E-16,4.83E-07,0.009884055,1
0.94402415,0.34540853,0.5082302,0.3470425,0.22750525,0.002583208,3.57E-06,0.032310158,1.28E-05,0.043985285,0.16382948,1
0.9879782,0.095799975,0.058840595,0.04850881,0.025452932,0.04861656,7.32E-08,0.23186861,1.20E-06,0.002508518,0.1115456,1
0.9815056,0.001951036,0.7943282,0.5767048,0.006192459,0.000616711,3.26E-09,0.023868907,3.88E-08,0.00995452,0.416879,1
0.99986744,0.003838149,0.17801854,0.012067319,0.000161797,4.98E-06,5.44E-16,0.024352312,1.19E-13,4.61E-05,0.021339979,1
0.56227463,0.001034193,0.14998922,0.64315826,0.007490196,0.001381764,2.03E-09,0.99666137,1.91E-06,0.00119382,0.14834513,8
0.9396336,0.006898567,0.28126687,0.09340391,0.002951101,0.008028269,1.43E-07,0.94900674,1.55E-05,0.007359135,0.6330016,8
0.7415493,0.106456324,0.34755197,0.87416965,0.18621859,0.001350115,1.21E-06,0.4097513,1.32E-05,0.014959728,0.11701823,4
0.94402415,0.34540853,0.5082302,0.3470425,0.22750525,0.002583208,3.57E-06,0.032310158,1.28E-05,0.043985285,0.16382948,1
0.9665935,0.72174996,0.010059665,0.015338578,0.34980312,0.1415041,8.48E-07,0.19383413,1.59E-05,0.013065318,0.019107876,1
0.94402415,0.34540853,0.5082302,0.3470425,0.22750525,0.002583208,3.57E-06,0.032310158,1.28E-05,0.043985285,0.16382948,1
0.9464915,0.18797733,0.5301398,0.40137044,0.21700396,0.002671354,2.69E-06,0.026564833,9.06E-06,0.037169877,0.22005321,1
0.9873506,0.037897624,0.2558258,0.03248145,0.006454365,0.004749131,2.28E-08,0.20524967,6.06E-07,0.040367804,0.098228745,1
0.8681643,0.011438962,0.54042375,0.25511897,0.012334713,0.045683865,1.29E-05,0.22859365,9.48E-05,0.13759473,0.7501558,1
0.6909171,0.21558723,0.45137203,0.2849534,0.57142705,0.028496286,0.001106918,0.23908396,0.00600299,0.15346338,0.6329026,1
0.999634,0.000458222,0.050009746,0.031854298,0.000281912,0.011096581,1.30E-13,0.047454357,1.20E-11,8.58E-05,0.026504504,1
0.9697265,0.001793596,0.33666408,0.56530243,0.00269374,0.033884473,2.09E-08,0.5612736,9.06E-07,0.000928455,0.42377147,1
0.99203706,0.061460722,0.015258535,0.2116697,0.15326278,0.02598299,1.56E-09,0.16198127,5.42E-08,0.000248993,0.012655735,1
0.9977945,0.032599706,0.1272057,0.042879242,0.000749758,0.000254861,2.24E-11,0.25553212,1.41E-09,0.000765492,0.07171639,1
0.9645844,0.033677522,0.5219387,0.3167493,0.04291553,0.008011691,7.76E-07,0.038618427,3.79E-06,0.019370774,0.49457195,1
0.9997594,0.00118788,0.065303616,0.0200582,0.00050232,0.00116198,2.44E-14,0.041483883,3.39E-12,3.29E-05,0.026066266,1
0.99999774,9.66E-05,0.039755993,0.036602814,3.23E-06,1.17E-07,7.50E-23,0.009507786,9.59E-20,2.01E-08,0.003542132,1
0.9999521,0.001967803,0.08411775,0.012156369,9.67E-05,1.39E-05,3.31E-17,0.014009949,8.36E-15,6.78E-06,0.011321079,1
0.9872722,0.035627693,0.15953565,0.09943769,0.006961273,0.033919964,3.79E-08,0.35118416,8.53E-07,0.002619056,0.15369812,1
0.51159555,0.03458019,0.19876857,0.073907465,0.026655592,0.078071885,7.25E-05,0.7919354,0.001147202,0.70304406,0.5722822,8
0.8216947,0.062264394,0.12569527,0.047392625,0.016400578,0.16770275,1.94E-05,0.71607673,0.000353119,0.4191398,0.25519183,1
0.82833064,0.04586932,0.5151713,0.38060337,0.010960461,0.014298645,2.39E-05,0.22538373,0.000115581,0.06150499,0.8925378,11
0.27750236,0.052649885,0.17632115,0.13187772,0.11782544,0.23207887,0.000747121,0.377413,0.004983521,0.91397727,0.51986605,10
0.8774507,0.027122766,0.022519564,0.29582757,0.454946,0.9489526,2.46E-06,0.007731923,1.68E-05,0.07973697,0.014665598,6
0.51779175,0.001033931,0.19112131,0.4239343,0.004284286,0.002218768,1.77E-08,0.9948847,8.00E-06,0.009537461,0.54260635,8
0.98130333,0.041741844,0.3887059,0.24143402,0.01647168,0.000554196,1.54E-08,0.2424136,3.11E-07,0.012007197,0.13352586,1
0.99998766,0.001001512,0.05181485,0.18193343,3.54E-05,6.29E-07,8.74E-20,0.002881891,1.31E-17,9.26E-08,0.017834214,1
0.32351813,0.001352203,0.24800213,0.5898161,0.001812919,0.004152448,7.11E-08,0.9867598,1.34E-05,0.029707147,0.67814296,8
